Unnamed: 0,Model,Price_w/o_shipping,Vendor,Date
2088,Miele FNS 7794 D L,"€ 3499,00",Miele Center Neuwirth,2024-06-26
2089,Miele FNS 7794 D L,"€ 3499,00",Miele Center Pellet,2024-06-26
2090,Miele FNS 7794 D L,"€ 3499,00",Miele Center Stenzel,2024-06-26
2091,Miele FNS 7794 D L,"€ 3499,00",Red Zac,2024-06-26
2092,Miele FNS 7794 D L,"€ 3499,00",Austrian Miele Center,2024-06-26
2093,Miele FNS 7794 D L,"€ 3499,00",Miele Center CB,2024-06-26
2094,Miele FNS 7794 D L,"€ 3499,00",Miele Center Bauer,2024-06-26
2095,Miele FNS 7794 D L,"€ 3499,00",Miele Center Brunmayr,2024-06-26
2096,Miele FNS 7794 D L,"€ 3499,00",Miele Center Hadwiger,2024-06-26
2097,Miele FNS 7794 D L,"€ 3499,00",Miele Center Rehrl,2024-06-26
2098,Bosch Serie 6 GIN31ACE0,"€ 736,00",sopo.at,2024-06-26
2099,Bosch Serie 6 GIN31ACE0,"€ 739,00",Köck,2024-06-26
2100,Bosch Serie 6 GIN31ACE0,"€ 739,00",Radio Krejcik Wien,2024-06-26
2101,Bosch Serie 6 GIN31ACE0,"€ 739,00",Küchen & Wohnstudio Kutzer,2024-06-26
2102,Bosch Serie 6 GIN31ACE0,"€ 739,00",electronic4you,2024-06-26
2103,Bosch Serie 6 GIN31ACE0,"€ 739,00",Majdic,2024-06-26
2104,Bosch Serie 6 GIN31ACE0,"€ 739,00",Servicehansa,2024-06-26
2105,Bosch Serie 6 GIN31ACE0,"€ 739,00",electronic4you,2024-06-26
2106,Bosch Serie 6 GIN31ACE0,"€ 764,00",Alternate.at,2024-06-26
2107,Bosch Serie 6 GIN31ACE0,"€ 779,00",Schreck,2024-06-26
2108,Bosch Serie 6 GIN31ACE0,"€ 843,55",0815,2024-06-26
2109,Bosch Serie 6 GIN31ACE0,"€ 849,99",Media Markt.at,2024-06-26
2110,Bosch Serie 6 GIN31ACE0,"€ 859,99",Universal Versand,2024-06-26
2111,Bosch Serie 6 GIN31ACE0,"€ 859,99",OTTO Österreich,2024-06-26
2112,Bosch Serie 6 GIN31ACE0,"€ 922,85",e-tec.at,2024-06-26
2113,Bosch Serie 6 GIN31ACE0,"€ 962,00",Amazon.at,2024-06-26
2114,Bosch Serie 6 GIN31ACE0,"€ 969,00",Bosch Online Shop,2024-06-26
2115,Bosch Serie 6 GIN31ACE0,"€ 969,83",Elektroshop Wagner AT,2024-06-26
2116,Bosch Serie 6 GIN31ACE0,"€ 1206,66",mylemon.at,2024-06-26
2117,Liebherr FNd 525i-22 Prime NoFrost,"€ 1249,00",Köck,2024-06-26
2118,Liebherr FNd 525i-22 Prime NoFrost,"€ 1249,00",ek-online,2024-06-26
2119,Liebherr FNd 525i-22 Prime NoFrost,"€ 1249,00",Schreck,2024-06-26
2120,Liebherr FNd 525i-22 Prime NoFrost,"€ 1249,00",ALLES KÜCHE,2024-06-26
2121,Liebherr FNd 525i-22 Prime NoFrost,"€ 1249,00",Küchen & Wohnstudio Kutzer,2024-06-26
2122,Liebherr FNd 525i-22 Prime NoFrost,"€ 1249,00",Red Zac,2024-06-26
2123,Liebherr FNd 525i-22 Prime NoFrost,"€ 1315,00",Media Markt.at,2024-06-26
2124,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",Köck,2024-06-26
2125,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",ek-online,2024-06-26
2126,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",ElectronicPartner,2024-06-26
2127,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",ALLES KÜCHE,2024-06-26
2128,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",Küchen & Wohnstudio Kutzer,2024-06-26
2129,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",Media Markt.at,2024-06-26
2130,Liebherr FNc 6625-22 Plus NoFrost,"€ 1149,00",Red Zac,2024-06-26
2131,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",Köck,2024-06-26
2132,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",ek-online,2024-06-26
2133,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",Schreck,2024-06-26
2134,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",ElectronicPartner,2024-06-26
2135,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",Radio Krejcik Wien,2024-06-26
2136,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",ALLES KÜCHE,2024-06-26
2137,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",Küchen & Wohnstudio Kutzer,2024-06-26
2138,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,00",Red Zac,2024-06-26
2139,Liebherr IFNd 3503-22 Pure NoFrost,"€ 949,99",Media Markt.at,2024-06-26
2140,Bosch Serie 6 GSN36AIEP,"€ 848,62",sopo.at,2024-06-26
2141,Bosch Serie 6 GSN36AIEP,"€ 877,00",Alternate.at,2024-06-26
2142,Bosch Serie 6 GSN36AIEP,"€ 879,00",Köck,2024-06-26
2143,Bosch Serie 6 GSN36AIEP,"€ 879,00",Radio Krejcik Wien,2024-06-26
2144,Bosch Serie 6 GSN36AIEP,"€ 879,00",Küchen & Wohnstudio Kutzer,2024-06-26
2145,Bosch Serie 6 GSN36AIEP,"€ 879,00",Servicehansa,2024-06-26
2146,Bosch Serie 6 GSN36AIEP,"€ 889,99",Universal Versand,2024-06-26
2147,Bosch Serie 6 GSN36AIEP,"€ 889,99",OTTO Österreich,2024-06-26
2148,Bosch Serie 6 GSN36AIEP,"€ 906,55",Amazon.at,2024-06-26
2149,Bosch Serie 6 GSN36AIEP,"€ 909,99",Media Markt.at,2024-06-26
2150,Bosch Serie 6 GSN36AIEP,"€ 917,62",Mybauer.at,2024-06-26
2151,Bosch Serie 6 GSN36AIEP,"€ 919,00",Schreck,2024-06-26
2152,Bosch Serie 6 GSN36AIEP,"€ 932,65",0815,2024-06-26
2153,Bosch Serie 6 GSN36AIEP,"€ 938,00",XXL Resch,2024-06-26
2154,Bosch Serie 6 GSN36AIEP,"€ 1019,00",Bosch Online Shop,2024-06-26
2155,Bosch Serie 6 GSN36AIEP,"€ 1107,23",Elektroshop Wagner AT,2024-06-26
2156,Bosch Serie 6 GSN36AIEP,"€ 1173,54",mylemon.at,2024-06-26
2157,Bosch Serie 6 GIV11AFE0,"€ 491,08",Elektroshop Wagner AT,2024-06-26
2158,Bosch Serie 6 GIV11AFE0,"€ 502,00",Alternate.at,2024-06-26
2159,Bosch Serie 6 GIV11AFE0,"€ 507,00",Köck,2024-06-26
2160,Bosch Serie 6 GIV11AFE0,"€ 507,00",Radio Krejcik Wien,2024-06-26
2161,Bosch Serie 6 GIV11AFE0,"€ 507,00",Servicehansa,2024-06-26
2162,Bosch Serie 6 GIV11AFE0,"€ 549,00",Schreck,2024-06-26
2163,Bosch Serie 6 GIV11AFE0,"€ 552,76",Amazon.at,2024-06-26
2164,Bosch Serie 6 GIV11AFE0,"€ 556,03",Mybauer.at,2024-06-26
2165,Bosch Serie 6 GIV11AFE0,"€ 559,99",Media Markt.at,2024-06-26
2166,Bosch Serie 6 GIV11AFE0,"€ 569,99",Universal Versand,2024-06-26
2167,Bosch Serie 6 GIV11AFE0,"€ 569,99",OTTO Österreich,2024-06-26
2168,Bosch Serie 6 GIV11AFE0,"€ 584,55",e-tec.at,2024-06-26
2169,Bosch Serie 6 GIV11AFE0,"€ 586,07",0815,2024-06-26
2170,Bosch Serie 6 GIV11AFE0,"€ 608,97",sopo.at,2024-06-26
2171,Bosch Serie 6 GIV11AFE0,"€ 649,00",Bosch Online Shop,2024-06-26
2172,Bosch Serie 6 GIV11AFE0,"€ 719,00",Küchen & Wohnstudio Kutzer,2024-06-26
2173,Bosch Serie 6 GIV11AFE0,"€ 788,29",mylemon.at,2024-06-26
2174,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",Köck,2024-06-26
2175,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",ek-online,2024-06-26
2176,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",Schreck,2024-06-26
2177,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",ElectronicPartner,2024-06-26
2178,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",ALLES KÜCHE,2024-06-26
2179,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",Küchen & Wohnstudio Kutzer,2024-06-26
2180,Liebherr FNc 507i-22 Peak NoFrost,"€ 1399,00",Red Zac,2024-06-26
2181,Liebherr FNc 507i-22 Peak NoFrost,"€ 1473,00",Media Markt.at,2024-06-26
2182,Beko B3RFNE274W,"€ 559,00",Küchen & Wohnstudio Kutzer,2024-06-26
2183,Beko B3RFNE274W,"€ 559,00",electronic4you,2024-06-26
2184,Beko B3RFNE274W,"€ 559,00",Majdic,2024-06-26
2185,Beko B3RFNE274W,"€ 559,00",electronic4you,2024-06-26
2186,Beko B3RFNE274W,"€ 559,99",Media Markt.at,2024-06-26
2187,Amica GS 15406 W,"€ 288,99",Universal Versand,2024-06-26
2188,Amica GS 15406 W,"€ 288,99",OTTO Österreich,2024-06-26
2189,Amica GS 15406 W,"€ 301,51",Elektroshop Wagner AT,2024-06-26
2190,Amica GS 15406 W,"€ 622,41",mylemon.at,2024-06-26
2191,Miele FN 4322 E,"€ 799,00",Köck,2024-06-26
2192,Miele FN 4322 E,"€ 799,00",Miele Center Höpperger,2024-06-26
2193,Miele FN 4322 E,"€ 799,00",Miele Center Macheiner,2024-06-26
2194,Miele FN 4322 E,"€ 799,00",Expert,2024-06-26
2195,Miele FN 4322 E,"€ 799,00",Miele Center Matousek,2024-06-26
2196,Miele FN 4322 E,"€ 799,00",Radio Krejcik Wien,2024-06-26
2197,Miele FN 4322 E,"€ 799,00",Miele Center Neuwirth,2024-06-26
2198,Miele FN 4322 E,"€ 799,00",Miele Center Pellet,2024-06-26
2199,Miele FN 4322 E,"€ 799,00",Miele Center Stenzel,2024-06-26
2200,Miele FN 4322 E,"€ 799,00",Universal Versand,2024-06-26
2201,Miele FN 4322 E,"€ 799,00",OTTO Österreich,2024-06-26
2202,Miele FN 4322 E,"€ 799,00",Austrian Miele Center,2024-06-26
2203,Miele FN 4322 E,"€ 799,00",Miele Center CB,2024-06-26
2204,Miele FN 4322 E,"€ 799,00",Miele Center Bauer,2024-06-26
2205,Miele FN 4322 E,"€ 799,00",Miele Center Brunmayr,2024-06-26
2206,Miele FN 4322 E,"€ 799,00",Miele Center Führlinger,2024-06-26
2207,Miele FN 4322 E,"€ 799,00",Miele Center Hadwiger,2024-06-26
2208,Miele FN 4322 E,"€ 799,00",Miele Center Rehrl,2024-06-26
2209,Miele FN 4322 E,"€ 849,00",ek-online,2024-06-26
2210,Miele FN 4322 E,"€ 849,00",0815,2024-06-26
2211,Miele FN 4322 E,"€ 849,00",ALLES KÜCHE,2024-06-26
2212,Miele FN 4322 E,"€ 849,00",e-tec.at,2024-06-26
2213,Miele FN 4322 E,"€ 849,00",Media Markt.at,2024-06-26
2214,Miele FN 4322 E,"€ 849,00",Red Zac,2024-06-26
2215,Exquisit GS280-HE-040D inoxlook,"€ 549,98",Köck,2024-06-26
2216,Exquisit GS280-HE-040D inoxlook,"€ 549,98",Servicehansa,2024-06-26
2217,Exquisit GS280-HE-040D inoxlook,"€ 549,98",Elektroshop Wagner AT,2024-06-26
2218,Exquisit GS280-HE-040D inoxlook,"€ 559,99",Universal Versand,2024-06-26
2219,Exquisit GS280-HE-040D inoxlook,"€ 559,99",OTTO Österreich,2024-06-26
2220,Liebherr IFSd 3904-22 Pure,"€ 899,00",Köck,2024-06-26
2221,Liebherr IFSd 3904-22 Pure,"€ 899,00",ek-online,2024-06-26
2222,Liebherr IFSd 3904-22 Pure,"€ 899,00",Schreck,2024-06-26
2223,Liebherr IFSd 3904-22 Pure,"€ 899,00",ElectronicPartner,2024-06-26
2224,Liebherr IFSd 3904-22 Pure,"€ 899,00",ALLES KÜCHE,2024-06-26
2225,Liebherr IFSd 3904-22 Pure,"€ 899,00",Küchen & Wohnstudio Kutzer,2024-06-26
2226,Liebherr IFSd 3904-22 Pure,"€ 899,00",Red Zac,2024-06-26
2227,Liebherr IFSd 3904-22 Pure,"€ 899,99",Media Markt.at,2024-06-26
2228,Severin KB 8881 Tisch-Gefrierschrank,"€ 200,67",Amazon.at,2024-06-26
2229,Gorenje FNI518EA1,"€ 1109,00",0815,2024-06-26
2230,Gorenje FNI518EA1,"€ 1109,00",moebelix.at,2024-06-26
2231,Gorenje FNI518EA1,"€ 1147,00",Küchen & Wohnstudio Kutzer,2024-06-26
2232,Gorenje FNI518EA1,"€ 1149,00",electronic4you,2024-06-26
2233,Gorenje FNI518EA1,"€ 1149,00",Majdic,2024-06-26
2234,Gorenje FNI518EA1,"€ 1149,00",electronic4you,2024-06-26
2235,Bosch Serie 6 GSN58AWDP,"€ 896,47",Amazon.at,2024-06-26
2236,Bosch Serie 6 GSN58AWDP,"€ 899,99",Media Markt.at,2024-06-26
2237,Bosch Serie 6 GSN58AWDP,"€ 905,00",Alternate.at,2024-06-26
2238,Bosch Serie 6 GSN58AWDP,"€ 929,00",Schreck,2024-06-26
2239,Bosch Serie 6 GSN58AWDP,"€ 929,00",mörth online,2024-06-26
2240,Bosch Serie 6 GSN58AWDP,"€ 969,90",techonly,2024-06-26
2241,Bosch Serie 6 GSN58AWDP,"€ 1049,00",Expert,2024-06-26
2242,Bosch Serie 6 GSN58AWDP,"€ 1049,00",e-tec.at,2024-06-26
2243,Bosch Serie 6 GSN58AWDP,"€ 1084,34",Elektroshop Wagner AT,2024-06-26
2244,Bosch Serie 6 GSN58AWDP,"€ 1140,33",Di-Life,2024-06-26
2245,Bosch Serie 6 GSN58AWDP,"€ 1143,00",Mybauer.at,2024-06-26
2246,Bosch Serie 6 GSN58AWDP,"€ 1385,10",iQ shop,2024-06-26
2247,Bosch Serie 6 GSN58AWDP,"€ 1519,00",iQ Shop,2024-06-26
2248,Bosch Serie 6 GSN58AWDP,"€ 1608,76",mylemon.at,2024-06-26
2249,Exquisit GS81-050C weiß,"€ 292,44",Köck,2024-06-26
2250,Exquisit GS81-050C weiß,"€ 292,44",Servicehansa,2024-06-26
2251,Exquisit GS81-050C weiß,"€ 292,44",Elektroshop Wagner AT,2024-06-26
2252,Exquisit GS81-050C weiß,"€ 299,99",Universal Versand,2024-06-26
2253,Exquisit GS81-050C weiß,"€ 299,99",OTTO Österreich,2024-06-26
2254,Exquisit GS81-050C weiß,"€ 299,99",neckermann.at,2024-06-26
2255,Elektra Bregenz FSN 9870,"€ 759,00",Köck,2024-06-26
2256,Elektra Bregenz FSN 9870,"€ 759,00",Servicehansa,2024-06-26
2257,Liebherr FFFCvg 6501-40 Perfection Gewerbe-Gefrierschrank,"€ 1989,00",Köck,2024-06-26
2258,Liebherr FFFCvg 6501-40 Perfection Gewerbe-Gefrierschrank,"€ 1989,00",Media Markt.at,2024-06-26
2259,Liebherr FFFCvg 6501-40 Perfection Gewerbe-Gefrierschrank,"€ 2469,00",Küchen & Wohnstudio Kutzer,2024-06-26
2260,Exquisit GS271-NF-H-010D weiß,"€ 499,00",Köck,2024-06-26
2261,Exquisit GS271-NF-H-010D weiß,"€ 499,00",Servicehansa,2024-06-26
2262,Bomann GS 7253 inox-look,"€ 302,51",Amazon.at,2024-06-26
2263,Bomann GS 7253 inox-look,"€ 331,81",Elektroshop Wagner AT,2024-06-26
2264,Elektra Bregenz FSN 9851-2,"€ 549,00",Köck,2024-06-26
2265,Elektra Bregenz FSN 9851-2,"€ 549,00",akatronik,2024-06-26
2266,Elektra Bregenz FSN 9851-2,"€ 549,00",sabi-online,2024-06-26
2267,Elektra Bregenz FSN 9851-2,"€ 549,00",mörth online,2024-06-26
2268,Elektra Bregenz FSN 9851-2,"€ 549,00",Servicehansa,2024-06-26
2269,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",Köck,2024-06-26
2270,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",ek-online,2024-06-26
2271,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",Schreck,2024-06-26
2272,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",ElectronicPartner,2024-06-26
2273,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",ALLES KÜCHE,2024-06-26
2274,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",Küchen & Wohnstudio Kutzer,2024-06-26
2275,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",Media Markt.at,2024-06-26
2276,Liebherr SUIG 1514-26 Comfort,"€ 1049,00",Red Zac,2024-06-26
2277,Exquisit GS231-NF-H-010E weiß,"€ 359,99",Köck,2024-06-26
2278,Exquisit GS231-NF-H-010E weiß,"€ 359,99",Servicehansa,2024-06-26
2279,Exquisit GS231-NF-H-010E weiß,"€ 359,99",Media Markt.at,2024-06-26
2280,Exquisit GS231-NF-H-010E weiß,"€ 359,99",Universal Versand,2024-06-26
2281,Exquisit GS231-NF-H-010E weiß,"€ 359,99",OTTO Österreich,2024-06-26
2282,Exquisit GS231-NF-H-010E weiß,"€ 389,99",neckermann.at,2024-06-26
2283,Exquisit GS231-NF-H-010E weiß,"€ 415,90",sopo.at,2024-06-26
2284,Exquisit GS231-NF-H-010E weiß,"€ 424,23",Mybauer.at,2024-06-26
2285,AEG Electrolux AGB728E5NB,"€ 998,00",Köck,2024-06-26
2286,AEG Electrolux AGB728E5NB,"€ 998,00",Elektro Outlet Steyr,2024-06-26
2287,AEG Electrolux AGB728E5NB,"€ 998,00",ALLES KÜCHE,2024-06-26
2288,AEG Electrolux AGB728E5NB,"€ 998,00",Küchen & Wohnstudio Kutzer,2024-06-26
2289,AEG Electrolux AGB728E5NB,"€ 998,00",mörth online,2024-06-26
2290,AEG Electrolux AGB728E5NB,"€ 998,00",Servicehansa,2024-06-26
2291,AEG Electrolux AGB728E5NB,"€ 1039,99",Universal Versand,2024-06-26
2292,AEG Electrolux AGB728E5NB,"€ 1039,99",OTTO Österreich,2024-06-26
2293,AEG Electrolux AGB728E5NB,"€ 1084,83",Amazon.at,2024-06-26
2294,AEG Electrolux AGB728E5NB,"€ 1089,00",Media Markt.at,2024-06-26
2295,AEG Electrolux AGB728E5NB,"€ 1089,00",elektro tisch,2024-06-26
2296,AEG Electrolux AGB728E5NB,"€ 1099,00",etisch,2024-06-26
2297,Bomann GS 7253 schwarz,"€ 307,56",Elektroshop Wagner AT,2024-06-26
2298,Bomann GS 7253 schwarz,"€ 342,30",Amazon.at,2024-06-26
2299,Bomann GS 7253 schwarz,"€ 373,00",Alternate.at,2024-06-26
2300,Bomann GS 7253 schwarz,"€ 648,08",mylemon.at,2024-06-26
2301,Liebherr FNc 7076-20,"€ 1399,00",Köck,2024-06-26
2302,Liebherr FNc 7076-20,"€ 1499,00",Schreck,2024-06-26
2303,Liebherr FNc 7076-20,"€ 1499,00",Küchen & Wohnstudio Kutzer,2024-06-26
2304,Liebherr FNc 5277-20 Peak NoFrost,"€ 1399,00",akatronik,2024-06-26
2305,Liebherr FNc 5277-20 Peak NoFrost,"€ 1399,00",Radio Krejcik Wien,2024-06-26
2306,Liebherr FNc 5277-20 Peak NoFrost,"€ 1490,00",Küchen & Wohnstudio Kutzer,2024-06-26
2307,Liebherr FNc 5277-20 Peak NoFrost,"€ 1499,00",Schreck,2024-06-26
2308,Liebherr FNc 5277-20 Peak NoFrost,"€ 1499,00",Selektro,2024-06-26
2309,Haier H2F255WSAA,"€ 504,19",Amazon.at,2024-06-26
2310,Haier H2F255WSAA,"€ 539,99",Media Markt.at,2024-06-26
2311,Haier H2F255WSAA,"€ 593,10",0815,2024-06-26
2312,Miele FN 4322 D,"€ 885,00",Radio Krejcik Wien,2024-06-26
2313,Exquisit GB40-010E Mini,"€ 144,61",Elektroshop Wagner AT,2024-06-26
2314,Exquisit GB40-010E Mini,"€ 149,00",Köck,2024-06-26
2315,Exquisit GB40-010E Mini,"€ 149,00",Radio Krejcik Wien,2024-06-26
2316,Exquisit GB40-010E Mini,"€ 149,00",Servicehansa,2024-06-26
2317,Exquisit GB40-010E Mini,"€ 157,92",Elektroshop Wagner AT,2024-06-26
2318,Hisense FV354N4BIE,"€ 610,03",Köck,2024-06-26
2319,Hisense FV354N4BIE,"€ 610,03",Servicehansa,2024-06-26
2320,Hisense FV354N4BIE,"€ 610,03",Amazon.at,2024-06-26
2321,Hisense FV354N4BIE,"€ 619,99",Media Markt.at,2024-06-26
2322,Hisense FV354N4BIE,"€ 629,99",Universal Versand,2024-06-26
2323,Hisense FV354N4BIE,"€ 629,99",OTTO Österreich,2024-06-26
2324,Hisense FV354N4BIE,"€ 668,47",Elektroshop Wagner AT,2024-06-26
2325,Hisense FV354N4BIE,"€ 873,55",0815,2024-06-26
2326,AEG Electrolux ATB48D1AW,"€ 665,32",mylemon.at,2024-06-26
2327,Liebherr FNd 4254-20 Prime NoFrost,"€ 888,00",electronic4you,2024-06-26
2328,Liebherr FNd 4254-20 Prime NoFrost,"€ 888,00",Majdic,2024-06-26
2329,Liebherr FNd 4254-20 Prime NoFrost,"€ 1049,00",Schreck,2024-06-26
2330,Liebherr SFNbde 5227-20 Plus NoFrost,"€ 1099,00",Köck,2024-06-26
2331,Liebherr SFNbde 5227-20 Plus NoFrost,"€ 1099,00",Schreck,2024-06-26
2332,Liebherr SFNbde 5227-20 Plus NoFrost,"€ 1099,00",Schreck,2024-06-26
2333,Liebherr FNsdd 5297-20 Peak NoFrost,"€ 1599,00",Köck,2024-06-26
2334,Liebherr FNsdd 5297-20 Peak NoFrost,"€ 1798,00",Küchen & Wohnstudio Kutzer,2024-06-26
2335,Liebherr FNsdd 5297-20 Peak NoFrost,"€ 1799,00",Schreck,2024-06-26
2336,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 129,99",sabi-online,2024-06-26
2337,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 134,99",Universal Versand,2024-06-26
2338,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 134,99",OTTO Österreich,2024-06-26
2339,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 134,99",neckermann.at,2024-06-26
2340,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 135,49",getgoods.com,2024-06-26
2341,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 140,00",akatronik,2024-06-26
2342,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 140,00",e-tec.at,2024-06-26
2343,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 140,00",electronic4you,2024-06-26
2344,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 140,00",Majdic,2024-06-26
2345,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 140,00",electronic4you,2024-06-26
2346,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 141,99",Media Markt.at,2024-06-26
2347,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 149,99",iQ shop,2024-06-26
2348,Silva Schneider GB 1560 Tisch-Gefrierschrank,"€ 149,99",iQ Shop,2024-06-26
2349,Liebherr FNd 5056-20 Prime NoFrost,"€ 1099,00",Köck,2024-06-26
2350,Liebherr FNd 5056-20 Prime NoFrost,"€ 1198,00",Küchen & Wohnstudio Kutzer,2024-06-26
2351,Liebherr FNd 5056-20 Prime NoFrost,"€ 1199,00",Schreck,2024-06-26
2352,Bauknecht GKN ECO 18 A+++ XL,"€ 769,99",Universal Versand,2024-06-26
2353,Bauknecht GKN ECO 18 A+++ XL,"€ 769,99",OTTO Österreich,2024-06-26
2354,Bauknecht GKN ECO 18 A+++ XL,"€ 774,89",Amazon.at,2024-06-26
2355,Bauknecht GKN 17G3 WS 2,"€ 542,00",Alternate.at,2024-06-26
2356,Bauknecht GKN 17G3 WS 2,"€ 559,99",Universal Versand,2024-06-26
2357,Bauknecht GKN 17G3 WS 2,"€ 559,99",OTTO Österreich,2024-06-26
2358,Bauknecht GKN 17G3 WS 2,"€ 563,70",Amazon.at,2024-06-26
2359,Bauknecht GKN 17G3 WS 2,"€ 569,99",Media Markt.at,2024-06-26
2360,Bauknecht GKN 17G3 WS 2,"€ 1084,21",mylemon.at,2024-06-26
2361,Nabo GS 2086,"€ 298,00",ek-online,2024-06-26
2362,Beko RFNE290E33WN,"€ 547,00",Radio Krejcik Wien,2024-06-26
2363,Miele FN 4372 D-1 weiß,"€ 1029,00",Köck,2024-06-26
2364,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Höpperger,2024-06-26
2365,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Macheiner,2024-06-26
2366,Miele FN 4372 D-1 weiß,"€ 1029,00",Expert,2024-06-26
2367,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Matousek,2024-06-26
2368,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Neuwirth,2024-06-26
2369,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Pellet,2024-06-26
2370,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Stenzel,2024-06-26
2371,Miele FN 4372 D-1 weiß,"€ 1029,00",Universal Versand,2024-06-26
2372,Miele FN 4372 D-1 weiß,"€ 1029,00",OTTO Österreich,2024-06-26
2373,Miele FN 4372 D-1 weiß,"€ 1029,00",Austrian Miele Center,2024-06-26
2374,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center CB,2024-06-26
2375,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Bauer,2024-06-26
2376,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Brunmayr,2024-06-26
2377,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Führlinger,2024-06-26
2378,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Hadwiger,2024-06-26
2379,Miele FN 4372 D-1 weiß,"€ 1029,00",Miele Center Rehrl,2024-06-26
2380,Miele FN 4372 D-1 weiß,"€ 1079,00",0815,2024-06-26
2381,Miele FN 4372 D-1 weiß,"€ 1079,00",ALLES KÜCHE,2024-06-26
2382,Miele FN 4372 D-1 weiß,"€ 1079,00",Red Zac,2024-06-26
2383,Miele FN 4322 D-1,"€ 899,00",Köck,2024-06-26
2384,Miele FN 4322 D-1,"€ 899,00",Miele Center Höpperger,2024-06-26
2385,Miele FN 4322 D-1,"€ 899,00",Miele Center Macheiner,2024-06-26
2386,Miele FN 4322 D-1,"€ 899,00",Expert,2024-06-26
2387,Miele FN 4322 D-1,"€ 899,00",Miele Center Matousek,2024-06-26
2388,Miele FN 4322 D-1,"€ 899,00",Miele Center Neuwirth,2024-06-26
2389,Miele FN 4322 D-1,"€ 899,00",Miele Center Pellet,2024-06-26
2390,Miele FN 4322 D-1,"€ 899,00",Miele Center Stenzel,2024-06-26
2391,Miele FN 4322 D-1,"€ 899,00",Universal Versand,2024-06-26
2392,Miele FN 4322 D-1,"€ 899,00",OTTO Österreich,2024-06-26
2393,Miele FN 4322 D-1,"€ 899,00",Austrian Miele Center,2024-06-26
2394,Miele FN 4322 D-1,"€ 899,00",Miele Center CB,2024-06-26
2395,Miele FN 4322 D-1,"€ 899,00",Miele Center Bauer,2024-06-26
2396,Miele FN 4322 D-1,"€ 899,00",Miele Center Brunmayr,2024-06-26
2397,Miele FN 4322 D-1,"€ 899,00",Miele Center Führlinger,2024-06-26
2398,Miele FN 4322 D-1,"€ 899,00",Miele Center Hadwiger,2024-06-26
2399,Miele FN 4322 D-1,"€ 899,00",Miele Center Rehrl,2024-06-26
2400,Miele FN 4322 D-1,"€ 949,00",0815,2024-06-26
